yearend,locationabbr,sample_size,classid,questionid,stratificationid1,data_value
2013,8,2897.0,0,0,FEMALE,37.6
2014,8,1684.0,1,2,MALE,29.4
2013,8,1891.0,0,1,MALE,33.5
2013,8,2850.0,0,1,FEMALE,24.6
2013,8,2849.0,2,4,FEMALE,46.3
2013,8,1902.0,2,4,MALE,53.4
2013,8,1884.0,2,5,MALE,25.5
2013,8,2831.0,2,5,FEMALE,17.2
2013,8,1889.0,2,6,MALE,35.4
2013,8,2834.0,2,6,FEMALE,27.2
2013,8,2932.0,2,7,FEMALE,26.4
2013,8,1945.0,2,7,MALE,37.6
2013,8,1967.0,2,8,MALE,25.0
2013,8,2959.0,2,8,FEMALE,30.3
2014,8,2299.0,1,2,FEMALE,31.9
2014,8,1684.0,1,3,MALE,42.4
2014,8,2299.0,1,3,FEMALE,31.2
2014,9,5387.0,1,2,FEMALE,26.6
2014,8,1751.0,2,8,MALE,22.8
2014,8,2542.0,2,8,FEMALE,26.9
2011,7,1716.0,1,2,MALE,18.6
2011,7,2652.0,1,2,FEMALE,28.4
2011,7,1716.0,1,3,MALE,34.9
2011,7,2652.0,1,3,FEMALE,23.9
2011,7,2651.0,0,0,FEMALE,27.1
2011,7,1634.0,0,0,MALE,37.0
2011,7,1615.0,0,1,MALE,21.5
2011,7,2621.0,0,1,FEMALE,18.8
2011,7,1605.0,2,5,MALE,31.9
2011,7,2512.0,2,5,FEMALE,21.4
2011,7,1615.0,2,6,MALE,37.5
2011,7,2537.0,2,6,FEMALE,31.6
2011,7,2624.0,2,7,FEMALE,29.9
2011,7,1652.0,2,7,MALE,43.1
2011,7,1674.0,2,8,MALE,17.7
2011,7,2682.0,2,8,FEMALE,21.6
2012,7,1499.0,1,2,MALE,17.9
2012,7,2145.0,1,2,FEMALE,25.5
2012,7,1499.0,1,3,MALE,35.9
2012,7,2145.0,1,3,FEMALE,24.6
2012,7,1529.0,2,8,MALE,17.6
2012,7,2288.0,2,8,FEMALE,17.3
2013,7,1914.0,1,2,MALE,20.6
