yearend,locationabbr,sample_size,race/ethnicity,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2016,AR,93.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,27.8
2016,CA,5273.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.1
2016,CA,538.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37.0
2016,CA,3002.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.2
2016,CA,848.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,30.1
2016,CA,74.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,42.2
2016,CA,251.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.3
2016,CA,122.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,33.4
2016,CO,10700.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.8
2016,CO,290.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,33.2
2016,CO,1691.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,41.0
2016,CO,199.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,32.0
2016,CO,108.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,38.4
2016,CO,220.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,33.1
2016,CO,70.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,21.5
2016,CT,7863.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.6
2016,CT,587.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,31.1
2016,CT,902.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.1
2016,CT,201.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,33.5
2016,CT,120.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,26.9
2016,CT,89.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,45.2
2016,DE,2645.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,38.5
2016,DE,518.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,35.0
2016,DE,278.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.7
2016,DE,58.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,19.3
2016,DE,63.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.0
2016,DC,1192.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,29.8
2016,DC,1901.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,31.3
2016,DC,139.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,29.8
2016,DC,64.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,28.0
2016,DC,60.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,33.6
2016,FL,24332.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.3
2016,FL,3314.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,32.7
2016,FL,3683.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,40.4
2016,FL,337.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,26.0
2016,FL,421.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,34.7
2016,FL,429.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,34.1
2016,FL,123.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,21.7
2016,GA,3078.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.7
2016,GA,1252.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,32.2
2016,GA,227.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.2
2016,GA,79.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,37.9
2016,GA,92.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.1
2016,HI,2481.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.7
2016,HI,59.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,43.8
2016,HI,539.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,31.4
2016,HI,2385.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,33.5
2016,HI,278.0,Hawaiian/Pacific Islander,OWS,Q037,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,30.2
2016,HI,1796.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.1
2016,ID,4376.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.7
2016,ID,254.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,39.5
2016,ID,72.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,23.6
2016,ID,62.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,26.6
2016,IL,3224.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,33.9
2016,IL,584.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.1
2016,IL,425.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,32.8
2016,IL,165.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,28.2
2016,IL,61.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.2
2016,IN,8826.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.4
2016,IN,689.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.7
2016,IN,330.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,41.0
2016,IN,99.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,30.3
2016,IN,89.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,32.9
2016,IN,148.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,28.4
2016,IA,6154.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.0
2016,IA,109.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36.1
2016,IA,191.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.2
2016,IA,51.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,25.4
2016,KS,9541.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.3
2016,KS,415.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37.2
2016,KS,493.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,40.3
2016,KS,97.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,27.1
2016,KS,120.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,29.9
2016,KS,164.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.0
2016,KY,8221.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.0
2016,KY,821.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,33.3
2016,KY,98.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,32.5
2016,KY,69.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,30.3
2016,KY,207.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,40.4
2016,LA,3329.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.1
2016,LA,1146.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,33.4
2016,LA,135.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.4
2016,LA,61.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.7
2016,LA,73.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.1
2016,ME,9047.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.4
2016,ME,76.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,32.6
2016,ME,103.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,20.2
2016,ME,128.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37.9
2016,MD,11473.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.0
2016,MD,3504.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.2
2016,MD,552.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.0
2016,MD,358.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,29.0
2016,MD,99.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.3
2016,MD,258.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,29.0
2016,MD,172.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,31.7
2016,MA,5928.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.2
2016,MA,370.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,30.5
2016,MA,594.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.2
2016,MA,222.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,33.2
2016,MA,107.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.6
2016,MA,58.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,58.3
2016,MI,8942.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.8
2016,MI,1134.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,35.9
2016,MI,280.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.8
2016,MI,178.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,40.8
2016,MI,113.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,28.0
2016,MI,256.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,33.0
2016,MN,13621.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.2
2016,MN,415.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,33.6
2016,MN,545.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.6
2016,MN,300.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,38.5
2016,MN,175.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,38.4
2016,MN,141.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.7
2016,MS,2866.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.6
2016,MS,1765.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,31.2
2016,MS,54.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.2
2016,MO,5494.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.8
2016,MO,607.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,35.3
2016,MO,132.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,32.1
2016,MO,53.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,28.8
2016,MO,59.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,35.0
2016,MO,148.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,35.9
2016,MT,4562.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.7
2016,MT,101.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.2
2016,MT,560.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,29.2
2016,MT,114.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,36.4
2016,MT,56.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,49.2
2016,NE,12800.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.2
2016,NE,194.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.8
2016,NE,700.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,41.3
2016,NE,90.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,27.2
2016,NE,152.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,42.1
2016,NE,119.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,45.9
2016,NV,2726.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.2
2016,NV,177.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,44.8
2016,NV,641.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,40.8
2016,NV,121.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,26.5
2016,NV,51.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,33.2
2016,NV,115.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.8
2016,NV,54.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,53.8
2016,NH,5477.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.8
2016,NH,70.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,40.6
2016,NH,69.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,28.5
2016,NH,73.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,36.2
2016,NJ,4593.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.9
2016,NJ,803.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36.2
2016,NJ,858.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.3
2016,NJ,262.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,34.1
2016,NJ,72.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,29.8
2016,NM,2932.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.4
2016,NM,53.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,23.2
2016,NM,1736.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,39.2
2016,NM,534.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,35.9
2016,NM,59.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,39.8
2016,NY,25622.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.4
2016,NY,1555.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36.1
2016,NY,2096.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.2
2016,NY,608.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,31.4
2016,NY,50.0,Hawaiian/Pacific Islander,OWS,Q037,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,25.5
2016,NY,255.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,36.1
2016,NY,414.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,32.3
2016,NC,4069.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.0
2016,NC,1158.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.6
2016,NC,378.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.1
2016,NC,86.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,36.5
2016,NC,103.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,39.8
2016,NC,89.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,23.6
2016,ND,4923.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.4
2016,ND,66.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,19.9
2016,ND,154.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,31.3
2016,ND,54.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,25.5
2016,OH,10016.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.4
2016,OH,775.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,35.6
2016,OH,158.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,26.6
2016,OH,109.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,25.9
2016,OH,94.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,21.6
2016,OH,144.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,25.0
2016,OK,4995.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.4
2016,OK,346.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36.4
2016,OK,258.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.1
2016,OK,61.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,24.4
2016,OK,407.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,30.0
2016,OK,316.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,32.4
2016,OR,4142.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,33.6
2016,OR,279.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,31.9
2016,OR,83.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,35.6
2016,OR,260.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,30.3
2016,PA,5253.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.9
2016,PA,534.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.5
2016,PA,199.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,26.7
2016,PA,147.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,23.6
2016,PA,89.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,38.1
2016,RI,4117.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.0
2016,RI,167.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37.7
2016,RI,363.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,39.1
2016,RI,70.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,46.7
2016,RI,67.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,23.9
2016,SC,6850.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.5
2016,SC,2761.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,34.3
2016,SC,189.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.9
2016,SC,68.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,21.1
2016,SC,76.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,28.2
2016,SC,214.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,36.6
2016,SC,53.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,38.3
2016,SD,4639.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37.6
2016,SD,62.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,42.3
2016,SD,481.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,33.5
2016,SD,99.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,41.9
2016,TN,4584.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.4
2016,TN,675.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,28.3
2016,TN,105.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,21.4
2016,TN,101.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24.8
2016,TX,6941.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.2
2016,TX,856.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,29.6
2016,TX,2258.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.7
2016,TX,197.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,38.9
2016,TX,119.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,38.2
2016,TX,140.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,38.9
2016,UT,8898.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.8
2016,UT,54.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,27.0
2016,UT,589.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,36.8
2016,UT,92.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,29.3
2016,UT,133.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,35.2
2016,UT,94.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,31.8
2016,VT,5608.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.9
2016,VT,77.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,33.3
2016,VT,70.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,20.5
2016,VT,95.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,26.9
2016,VT,54.0,Other,OWS,Q037,Race/Ethnicity,Other,RACE,RACEOTH,42.6
2016,VA,6054.0,Non-Hispanic White,OWS,Q037,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36.5
2016,VA,1305.0,Non-Hispanic Black,OWS,Q037,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36.2
2016,VA,394.0,Hispanic,OWS,Q037,Race/Ethnicity,Hispanic,RACE,RACEHIS,37.6
2016,VA,191.0,Asian,OWS,Q037,Race/Ethnicity,Asian,RACE,RACEASN,39.3
2016,VA,61.0,American Indian/Alaska Native,OWS,Q037,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,28.6
2016,VA,123.0,2 or more races,OWS,Q037,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,28.4
