yearend,locationabbr,sample_size,gender,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2015,DE,2171.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,30.9
2015,DC,1320.0,Male,PA,Q043,Gender,Male,GEN,MALE,57.1
2015,DC,2003.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,58.6
2015,DC,1972.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.5
2015,DC,1303.0,Male,PA,Q044,Gender,Male,GEN,MALE,26.1
2015,DC,1976.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,33.8
2015,DC,1307.0,Male,PA,Q045,Gender,Male,GEN,MALE,36.0
2015,DC,2103.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.2
2015,DC,1365.0,Male,PA,Q046,Gender,Male,GEN,MALE,39.6
2015,DC,1393.0,Male,PA,Q047,Gender,Male,GEN,MALE,18.0
2015,DC,2148.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,20.7
2015,FL,4850.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,51.2
2015,FL,3493.0,Male,PA,Q043,Gender,Male,GEN,MALE,52.1
2015,FL,4788.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,19.3
2015,FL,3444.0,Male,PA,Q044,Gender,Male,GEN,MALE,24.3
2015,FL,4807.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,31.6
2015,FL,3469.0,Male,PA,Q045,Gender,Male,GEN,MALE,33.9
2015,FL,4981.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,26.9
2015,FL,3567.0,Male,PA,Q046,Gender,Male,GEN,MALE,37.1
2015,FL,3624.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.4
2015,FL,5062.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,26.9
2015,GA,2451.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,45.3
2015,GA,1609.0,Male,PA,Q043,Gender,Male,GEN,MALE,51.1
2015,GA,2422.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,15.5
2015,GA,1587.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.1
2015,GA,2434.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,27.6
2015,GA,1601.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.1
2015,GA,2520.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.8
2015,GA,1628.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.8
2015,GA,1662.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.8
2015,GA,2563.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,29.6
2015,HI,3395.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,54.6
2015,HI,2986.0,Male,PA,Q043,Gender,Male,GEN,MALE,58.6
2015,HI,3378.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.1
2015,HI,2964.0,Male,PA,Q044,Gender,Male,GEN,MALE,26.1
2015,HI,3389.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,35.1
2015,HI,2983.0,Male,PA,Q045,Gender,Male,GEN,MALE,39.0
2015,HI,3435.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.5
2015,HI,2998.0,Male,PA,Q046,Gender,Male,GEN,MALE,38.2
2015,HI,3038.0,Male,PA,Q047,Gender,Male,GEN,MALE,19.4
2015,HI,3463.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.5
2015,ID,2218.0,Male,PA,Q043,Gender,Male,GEN,MALE,52.7
2015,ID,2951.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,57.8
2015,ID,2923.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.2
2015,ID,2192.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.3
2015,ID,2928.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,34.3
2015,ID,2203.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.8
2015,ID,3013.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.5
2015,ID,2271.0,Male,PA,Q046,Gender,Male,GEN,MALE,31.4
2015,ID,3056.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,20.6
2015,ID,2304.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.8
2015,IL,2731.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.6
2015,IL,2129.0,Male,PA,Q043,Gender,Male,GEN,MALE,50.0
2015,IL,2720.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,19.1
2015,IL,2123.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.7
2015,IL,2142.0,Male,PA,Q046,Gender,Male,GEN,MALE,36.0
2015,IL,2728.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,28.4
2015,IL,2126.0,Male,PA,Q045,Gender,Male,GEN,MALE,31.3
2015,IL,2750.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,27.3
2015,IL,2155.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.1
2015,IL,2769.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.5
2015,IN,2255.0,Male,PA,Q043,Gender,Male,GEN,MALE,43.8
2015,IN,3066.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,44.4
2015,IN,3035.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,14.9
2015,IN,2229.0,Male,PA,Q044,Gender,Male,GEN,MALE,16.3
2015,IN,2243.0,Male,PA,Q045,Gender,Male,GEN,MALE,26.0
2015,IN,3044.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,26.4
2015,IN,3153.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,23.0
2015,IN,2306.0,Male,PA,Q046,Gender,Male,GEN,MALE,31.3
2015,IN,2352.0,Male,PA,Q047,Gender,Male,GEN,MALE,27.7
2015,IN,3201.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,31.0
2015,IA,2385.0,Male,PA,Q043,Gender,Male,GEN,MALE,48.0
2015,IA,3170.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.5
2015,IA,2367.0,Male,PA,Q044,Gender,Male,GEN,MALE,19.4
2015,IA,3149.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,19.4
2015,IA,3156.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,26.2
2015,IA,2370.0,Male,PA,Q045,Gender,Male,GEN,MALE,29.3
2015,IA,3250.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.3
2015,IA,2440.0,Male,PA,Q046,Gender,Male,GEN,MALE,31.4
2015,IA,3279.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.6
2015,IA,2468.0,Male,PA,Q047,Gender,Male,GEN,MALE,27.1
2015,KS,11260.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.3
2015,KS,8831.0,Male,PA,Q043,Gender,Male,GEN,MALE,50.8
2015,KS,11133.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.5
2015,KS,8744.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.2
2015,KS,9003.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.6
2015,KS,11174.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,29.5
2015,KS,8783.0,Male,PA,Q045,Gender,Male,GEN,MALE,30.9
2015,KS,11514.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.6
2015,KS,9143.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.9
2015,KS,11708.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,27.1
2015,KY,4840.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,43.9
2015,KY,2877.0,Male,PA,Q043,Gender,Male,GEN,MALE,46.5
2015,KY,4783.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,15.5
2015,KY,2843.0,Male,PA,Q044,Gender,Male,GEN,MALE,20.5
2015,KY,4813.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,26.1
2015,KY,2860.0,Male,PA,Q045,Gender,Male,GEN,MALE,31.1
2015,KY,4996.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,23.4
2015,KY,2938.0,Male,PA,Q046,Gender,Male,GEN,MALE,33.7
2015,KY,2985.0,Male,PA,Q047,Gender,Male,GEN,MALE,32.0
2015,KY,5085.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,33.0
2015,LA,2490.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,42.6
2015,LA,1537.0,Male,PA,Q043,Gender,Male,GEN,MALE,49.9
2015,LA,2462.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,15.0
2015,LA,1517.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.7
2015,LA,2469.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,25.2
2015,LA,1525.0,Male,PA,Q045,Gender,Male,GEN,MALE,31.4
2015,LA,2573.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,21.4
2015,LA,1583.0,Male,PA,Q046,Gender,Male,GEN,MALE,33.4
2015,LA,1617.0,Male,PA,Q047,Gender,Male,GEN,MALE,29.0
2015,LA,2619.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,34.7
2015,ME,3378.0,Male,PA,Q043,Gender,Male,GEN,MALE,53.3
2015,ME,4893.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,54.5
2015,ME,4846.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.2
2015,ME,3353.0,Male,PA,Q044,Gender,Male,GEN,MALE,19.7
2015,ME,4982.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,26.4
2015,ME,4855.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,34.6
2015,ME,3353.0,Male,PA,Q045,Gender,Male,GEN,MALE,36.7
2015,ME,3456.0,Male,PA,Q046,Gender,Male,GEN,MALE,29.5
2015,ME,5042.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,23.9
2015,ME,3486.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.8
2015,MD,6580.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,52.0
2015,MD,4246.0,Male,PA,Q043,Gender,Male,GEN,MALE,54.0
2015,MD,6488.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.9
2015,MD,4187.0,Male,PA,Q044,Gender,Male,GEN,MALE,27.2
2015,MD,6516.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,29.4
2015,MD,4212.0,Male,PA,Q045,Gender,Male,GEN,MALE,32.8
2015,MD,6950.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,26.0
2015,MD,6840.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,26.2
2015,MD,4362.0,Male,PA,Q046,Gender,Male,GEN,MALE,39.9
2015,MD,4443.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.0
2015,MA,4299.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.6
2015,MA,3395.0,Male,PA,Q043,Gender,Male,GEN,MALE,54.3
2015,MA,4262.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,27.9
2015,MA,4214.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,20.4
2015,MA,3337.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.3
2015,MA,3368.0,Male,PA,Q045,Gender,Male,GEN,MALE,35.0
2015,MA,4426.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,29.3
2015,MA,3499.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.0
2015,MA,3582.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.8
2015,MA,4523.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,28.0
2015,MI,4623.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,51.1
2015,MI,3495.0,Male,PA,Q043,Gender,Male,GEN,MALE,53.1
2015,MI,4575.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.1
2015,MI,3462.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.0
2015,MI,4724.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.9
2015,MI,4598.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,32.6
2015,MI,3481.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.2
2015,MI,3551.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.8
2015,MI,3602.0,Male,PA,Q047,Gender,Male,GEN,MALE,23.7
2015,MI,4789.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,27.2
2015,MN,6722.0,Male,PA,Q043,Gender,Male,GEN,MALE,54.3
2015,MN,8337.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,55.5
2015,MN,8221.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.2
2015,MN,6635.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.5
2015,MN,8245.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,32.9
2015,MN,6665.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.6
2015,MN,8526.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,29.9
2015,MN,6850.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.1
2015,ID,2420.0,Male,OWS,Q036,Gender,Male,GEN,MALE,29.8
2015,MN,8666.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,21.3
2015,MN,6963.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.3
2015,MS,3563.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,35.6
2015,MS,1903.0,Male,PA,Q043,Gender,Male,GEN,MALE,40.7
2015,MS,3538.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,11.7
2015,MS,1886.0,Male,PA,Q044,Gender,Male,GEN,MALE,19.2
2015,MS,3690.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,20.5
2015,MS,3543.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,20.5
2015,MS,1894.0,Male,PA,Q045,Gender,Male,GEN,MALE,23.5
2015,MS,1968.0,Male,PA,Q046,Gender,Male,GEN,MALE,33.1
2015,MS,1991.0,Male,PA,Q047,Gender,Male,GEN,MALE,34.1
2015,MS,3724.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,39.3
2015,MO,3816.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,50.4
2015,MO,2755.0,Male,PA,Q043,Gender,Male,GEN,MALE,50.7
2015,MO,3790.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.2
2015,MO,2728.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.1
2015,MO,3786.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,31.4
2015,MO,2735.0,Male,PA,Q045,Gender,Male,GEN,MALE,32.6
2015,MO,3953.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.3
2015,MO,2817.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.5
2015,MO,2856.0,Male,PA,Q047,Gender,Male,GEN,MALE,26.9
2015,MT,3091.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,57.7
2015,MT,2445.0,Male,PA,Q043,Gender,Male,GEN,MALE,58.7
2015,MT,3067.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,23.5
2015,MT,2429.0,Male,PA,Q044,Gender,Male,GEN,MALE,25.5
2015,MT,3060.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,38.4
2015,MT,2428.0,Male,PA,Q045,Gender,Male,GEN,MALE,41.8
2015,MT,3182.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,31.2
2015,MT,2522.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.5
2015,MT,3211.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,22.4
2015,MT,2546.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.5
2015,NE,6832.0,Male,PA,Q043,Gender,Male,GEN,MALE,51.1
2015,NE,9046.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,51.4
2015,NE,8967.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,20.3
2015,NE,6757.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.3
2015,NE,9224.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,27.7
2015,NE,8980.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,29.3
2015,NE,6796.0,Male,PA,Q045,Gender,Male,GEN,MALE,29.5
2015,NE,6893.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.9
2015,NE,6997.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.3
2015,NE,9322.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.4
2015,NV,1552.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,51.2
2015,NV,1082.0,Male,PA,Q043,Gender,Male,GEN,MALE,57.8
2015,NV,1530.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,19.4
2015,NV,1074.0,Male,PA,Q044,Gender,Male,GEN,MALE,30.4
2015,NV,1542.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,33.6
2015,NV,1080.0,Male,PA,Q045,Gender,Male,GEN,MALE,39.7
2015,NV,1586.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,27.1
2015,NV,1115.0,Male,PA,Q046,Gender,Male,GEN,MALE,41.7
2015,NV,1126.0,Male,PA,Q047,Gender,Male,GEN,MALE,20.9
2015,NH,2593.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.3
2015,NH,3596.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,57.4
2015,NH,2542.0,Male,PA,Q043,Gender,Male,GEN,MALE,57.9
2015,NH,3569.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,22.4
2015,NH,2519.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.9
2015,NH,3569.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,36.1
2015,NH,2531.0,Male,PA,Q045,Gender,Male,GEN,MALE,38.6
2015,NH,3718.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,29.1
2015,NH,2636.0,Male,PA,Q047,Gender,Male,GEN,MALE,22.3
2015,NH,3758.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,23.0
2015,NJ,5932.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,46.9
2015,NJ,4119.0,Male,PA,Q043,Gender,Male,GEN,MALE,51.1
2015,NJ,5844.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.3
2015,NJ,4051.0,Male,PA,Q044,Gender,Male,GEN,MALE,24.6
2015,NJ,5895.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,27.9
2015,NJ,4091.0,Male,PA,Q045,Gender,Male,GEN,MALE,30.8
2015,NJ,6101.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,26.2
2015,NJ,4177.0,Male,PA,Q046,Gender,Male,GEN,MALE,37.2
2015,NJ,4272.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.8
2015,NJ,6214.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,29.4
2015,NM,3439.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,54.4
2015,NM,2523.0,Male,PA,Q043,Gender,Male,GEN,MALE,57.8
2015,NM,3406.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.0
2015,NM,2509.0,Male,PA,Q044,Gender,Male,GEN,MALE,26.1
2015,NM,3423.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,35.2
2015,NM,2511.0,Male,PA,Q045,Gender,Male,GEN,MALE,37.6
2015,NM,3499.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,29.3
2015,NM,2558.0,Male,PA,Q046,Gender,Male,GEN,MALE,38.2
2015,NM,2581.0,Male,PA,Q047,Gender,Male,GEN,MALE,21.5
2015,NM,3539.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,23.7
2015,NY,6023.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,45.8
2015,NY,6233.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.1
2015,NY,4434.0,Male,PA,Q043,Gender,Male,GEN,MALE,48.5
2015,NY,5943.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.2
2015,NY,4369.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.2
2015,NY,4520.0,Male,PA,Q046,Gender,Male,GEN,MALE,35.8
2015,NY,5972.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,28.0
2015,NY,4410.0,Male,PA,Q045,Gender,Male,GEN,MALE,29.1
2015,NY,4614.0,Male,PA,Q047,Gender,Male,GEN,MALE,26.8
2015,NY,6355.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,31.7
2015,NC,3440.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,46.8
2015,NC,2559.0,Male,PA,Q043,Gender,Male,GEN,MALE,49.6
2015,NC,3405.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.0
2015,NC,2544.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.0
2015,NC,3417.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,26.3
2015,NC,2548.0,Male,PA,Q045,Gender,Male,GEN,MALE,29.6
2015,NC,3559.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.2
2015,NC,2647.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.9
2015,NC,2673.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.1
2015,NC,3605.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,27.1
2015,ND,2003.0,Male,PA,Q043,Gender,Male,GEN,MALE,45.2
2015,ND,2455.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,48.9
2015,ND,2426.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,17.0
2015,ND,1974.0,Male,PA,Q044,Gender,Male,GEN,MALE,18.5
2015,ND,1994.0,Male,PA,Q045,Gender,Male,GEN,MALE,26.5
2015,ND,2427.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,27.8
2015,ND,2523.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.4
2015,ND,2029.0,Male,PA,Q046,Gender,Male,GEN,MALE,29.7
2015,ND,2565.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,25.4
2015,ND,2068.0,Male,PA,Q047,Gender,Male,GEN,MALE,28.2
2015,OH,6313.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,49.5
2015,OH,4226.0,Male,PA,Q043,Gender,Male,GEN,MALE,50.9
2015,OH,6227.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.0
2015,OH,4174.0,Male,PA,Q044,Gender,Male,GEN,MALE,21.5
2015,OH,6273.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,30.1
2015,OH,4204.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.4
2015,OH,6494.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.3
2015,OH,4287.0,Male,PA,Q046,Gender,Male,GEN,MALE,34.0
2015,OH,4361.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.9
2015,OH,6602.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,28.1
2015,OK,2449.0,Male,PA,Q043,Gender,Male,GEN,MALE,46.0
2015,OK,3799.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,47.0
2015,OK,3768.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,14.1
2015,OK,2433.0,Male,PA,Q044,Gender,Male,GEN,MALE,19.8
2015,OK,3767.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,28.0
2015,OK,2442.0,Male,PA,Q045,Gender,Male,GEN,MALE,28.5
2015,OK,3891.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,21.0
2015,OK,2538.0,Male,PA,Q046,Gender,Male,GEN,MALE,31.7
2015,OK,3927.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,33.1
2015,OK,2554.0,Male,PA,Q047,Gender,Male,GEN,MALE,33.3
2015,OR,2020.0,Male,PA,Q043,Gender,Male,GEN,MALE,60.0
2015,OR,2555.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,60.9
2015,OR,2524.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,21.3
2015,OR,1984.0,Male,PA,Q044,Gender,Male,GEN,MALE,24.0
2015,OR,2665.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,28.7
2015,OR,2071.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.2
2015,OR,2524.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,39.5
2015,OR,2005.0,Male,PA,Q045,Gender,Male,GEN,MALE,40.2
2015,OR,2702.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,18.3
2015,OR,2117.0,Male,PA,Q047,Gender,Male,GEN,MALE,19.2
2015,PA,2848.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,47.6
2015,PA,2230.0,Male,PA,Q043,Gender,Male,GEN,MALE,52.2
2015,PA,2821.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.0
2015,PA,2209.0,Male,PA,Q044,Gender,Male,GEN,MALE,23.3
2015,PA,2829.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,29.8
2015,PA,2222.0,Male,PA,Q045,Gender,Male,GEN,MALE,32.4
2015,PA,2911.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.1
2015,PA,2276.0,Male,PA,Q046,Gender,Male,GEN,MALE,35.5
2015,PA,2309.0,Male,PA,Q047,Gender,Male,GEN,MALE,25.9
2015,PA,2956.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,29.6
2015,RI,3102.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,48.7
2015,RI,2163.0,Male,PA,Q043,Gender,Male,GEN,MALE,52.2
2015,RI,3067.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.1
2015,RI,2138.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.2
2015,RI,3082.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,28.2
2015,RI,2149.0,Male,PA,Q045,Gender,Male,GEN,MALE,31.5
2015,RI,3210.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.4
2015,RI,2193.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.3
2015,RI,2230.0,Male,PA,Q047,Gender,Male,GEN,MALE,26.3
2015,RI,3268.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,29.6
2015,SC,5968.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,48.0
2015,SC,4333.0,Male,PA,Q043,Gender,Male,GEN,MALE,53.1
2015,SC,5898.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,16.9
2015,SC,4286.0,Male,PA,Q044,Gender,Male,GEN,MALE,22.8
2015,SC,5931.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,28.8
2015,SC,4304.0,Male,PA,Q045,Gender,Male,GEN,MALE,34.2
2015,SC,6176.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,24.4
2015,SC,4414.0,Male,PA,Q046,Gender,Male,GEN,MALE,35.0
2015,SC,4489.0,Male,PA,Q047,Gender,Male,GEN,MALE,24.1
2015,SC,6286.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,29.2
2015,SD,2768.0,Male,PA,Q043,Gender,Male,GEN,MALE,50.3
2015,SD,3910.0,Female,PA,Q043,Gender,Female,GEN,FEMALE,56.9
2015,SD,3880.0,Female,PA,Q044,Gender,Female,GEN,FEMALE,18.3
2015,SD,2757.0,Male,PA,Q044,Gender,Male,GEN,MALE,20.2
2015,SD,2762.0,Male,PA,Q045,Gender,Male,GEN,MALE,31.4
2015,SD,3881.0,Female,PA,Q045,Gender,Female,GEN,FEMALE,33.7
2015,SD,3984.0,Female,PA,Q046,Gender,Female,GEN,FEMALE,25.2
2015,SD,2819.0,Male,PA,Q046,Gender,Male,GEN,MALE,32.5
2015,SD,4027.0,Female,PA,Q047,Gender,Female,GEN,FEMALE,21.1
