yearend,locationabbr,sample_size,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,total,data_value
2013,US,434803.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.4
2013,US,433081.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.2
2013,US,428975.0,PA,Q044,Total,Total,OVR,OVERALL,Total,20.2
2013,US,450093.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.3
2013,US,429607.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.2
2013,US,444324.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.6
2014,US,425875.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.9
2014,US,425875.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2014,US,454431.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.7
2011,NE,24366.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.4
2011,NE,24366.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2011,NE,24090.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.1
2011,NE,23785.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.2
2011,NE,23735.0,PA,Q043,Total,Total,OVR,OVERALL,Total,49.0
2011,NE,23567.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.0
2011,NE,23591.0,PA,Q045,Total,Total,OVR,OVERALL,Total,28.6
2011,NE,24204.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.1
2011,NE,24433.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.3
2012,NE,18385.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.6
2012,NE,18385.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.4
2012,NE,19153.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.0
2013,NE,16250.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.6
2013,NE,16250.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2013,NE,15949.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.7
2013,NE,15700.0,FV,Q019,Total,Total,OVR,OVERALL,Total,23.3
2013,NE,15730.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.1
2013,NE,15635.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.8
2013,NE,15630.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.8
2013,NE,16021.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.4
2013,NE,16158.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.3
2014,NE,21130.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.2
2014,NE,21130.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2014,NE,22397.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.3
2011,NV,5205.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.5
2011,NV,5205.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.7
2011,NV,5056.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.9
2011,NV,4955.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.4
2011,NV,4843.0,PA,Q043,Total,Total,OVR,OVERALL,Total,52.6
2011,NV,4787.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.3
2011,NV,4805.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.8
2011,NV,5006.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.1
2011,NV,5100.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.3
2012,NV,4592.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.2
2012,NV,4592.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.3
2012,NV,4837.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.3
2013,NV,4871.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.2
2013,NV,4871.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,38.6
2013,NV,4720.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.6
2013,NV,4636.0,FV,Q019,Total,Total,OVR,OVERALL,Total,20.8
2013,NV,4649.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.6
2013,NV,4595.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.9
2013,NV,4735.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.8
2013,NV,4616.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.5
2013,NV,4799.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.7
2014,NV,3555.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.7
2014,NV,3555.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.8
2014,NV,3754.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.5
2011,NH,6049.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.2
2011,NH,6049.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2011,NH,6061.0,FV,Q018,Total,Total,OVR,OVERALL,Total,30.3
2011,NH,6006.0,FV,Q019,Total,Total,OVR,OVERALL,Total,17.6
2011,NH,5958.0,PA,Q043,Total,Total,OVR,OVERALL,Total,56.1
2011,NH,5875.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.3
2011,NH,5929.0,PA,Q045,Total,Total,OVR,OVERALL,Total,34.3
2011,NH,6071.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.4
2011,NH,6168.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.5
2012,NH,7182.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.3
2012,NH,7182.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.9
2013,NH,6010.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.4
2012,NH,7508.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.0
2013,NH,6141.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.7
2013,NH,6141.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2013,NH,5968.0,FV,Q018,Total,Total,OVR,OVERALL,Total,33.8
2013,NH,5862.0,FV,Q019,Total,Total,OVR,OVERALL,Total,16.8
2013,NH,5768.0,PA,Q043,Total,Total,OVR,OVERALL,Total,55.4
2013,NH,5690.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.7
2013,NH,5728.0,PA,Q045,Total,Total,OVR,OVERALL,Total,34.8
2013,NH,5905.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.6
2014,NH,5730.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.4
2014,NH,5730.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2014,NH,6174.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.3
2011,NJ,14130.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,23.7
2011,NJ,14130.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.8
2011,NJ,13825.0,FV,Q018,Total,Total,OVR,OVERALL,Total,33.9
2011,NJ,13598.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.2
2011,NJ,13640.0,PA,Q043,Total,Total,OVR,OVERALL,Total,53.2
2011,NJ,13464.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.1
2011,NJ,13528.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.1
2011,NJ,13971.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.7
2011,NJ,14194.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.4
2012,NJ,14477.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.6
2012,NJ,14477.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.9
2012,NJ,15732.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.9
2013,NJ,12256.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.3
2013,NJ,12256.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2013,NJ,11889.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.3
2013,NJ,11615.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.4
2013,NJ,11606.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.5
2013,NJ,11509.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.6
2013,NJ,11551.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.2
2013,NJ,11905.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.0
2013,NJ,12049.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.8
2014,NJ,11955.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.9
2014,NJ,11955.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.3
2014,NJ,13025.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.3
2011,NM,8981.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.3
2011,NM,8981.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.8
2011,NM,8744.0,FV,Q018,Total,Total,OVR,OVERALL,Total,38.0
2011,NM,8618.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.9
2013,NM,8512.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.3
2011,NM,8657.0,PA,Q043,Total,Total,OVR,OVERALL,Total,52.2
2011,NM,8582.0,PA,Q044,Total,Total,OVR,OVERALL,Total,22.3
2011,NM,8628.0,PA,Q045,Total,Total,OVR,OVERALL,Total,33.1
2011,NM,8761.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.5
2011,NM,8864.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.3
2012,NM,8385.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.1
2012,NM,8385.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.7
2012,NM,8773.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.8
2011,NY,7276.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.3
2013,NM,8914.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.4
2013,NM,8914.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.3
2013,NM,8448.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.2
2013,NM,8228.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.5
2013,NM,8275.0,PA,Q043,Total,Total,OVR,OVERALL,Total,55.0
2013,NM,8200.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.1
2013,NM,8232.0,PA,Q045,Total,Total,OVR,OVERALL,Total,34.8
2013,NM,8402.0,PA,Q046,Total,Total,OVR,OVERALL,Total,32.0
2014,NM,8284.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.4
2014,NM,8284.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.4
2014,NM,8927.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.3
2011,NY,7222.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.5
2011,NY,7222.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.8
2011,NY,7165.0,FV,Q018,Total,Total,OVR,OVERALL,Total,33.9
2011,NY,7059.0,FV,Q019,Total,Total,OVR,OVERALL,Total,23.0
2011,NY,6924.0,PA,Q043,Total,Total,OVR,OVERALL,Total,51.5
2011,NY,6835.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.5
2011,NY,6876.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.0
2011,NY,7164.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.1
2012,NY,5700.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,23.6
2012,NY,5700.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.0
2012,NY,6045.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.7
2013,NY,8465.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.4
2013,NY,8465.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2013,NY,8116.0,FV,Q018,Total,Total,OVR,OVERALL,Total,34.5
2013,NY,7947.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.0
2013,NY,7758.0,PA,Q043,Total,Total,OVR,OVERALL,Total,47.3
2013,NY,7658.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.4
2013,NY,7681.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.1
2013,NY,8023.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.1
2013,NY,8164.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.7
2014,NY,6325.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.0
2014,NY,6325.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.1
2014,NY,6845.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.9
2011,NC,10790.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.1
2011,NC,10790.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.0
2011,NC,10774.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.8
2011,NC,10545.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.9
2011,NC,10651.0,PA,Q043,Total,Total,OVR,OVERALL,Total,46.8
2011,NC,10547.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.3
2011,NC,10577.0,PA,Q045,Total,Total,OVR,OVERALL,Total,28.2
2011,NC,10979.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.7
2011,NC,11130.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.7
2012,NC,11113.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.6
2012,NC,11113.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2012,NC,11889.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.9
2013,NC,8292.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.4
2013,NC,8292.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.7
2013,NC,8139.0,FV,Q018,Total,Total,OVR,OVERALL,Total,42.3
2013,NC,7975.0,FV,Q019,Total,Total,OVR,OVERALL,Total,22.4
2013,NC,8073.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.6
2013,NC,8008.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.1
2014,NC,6621.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.7
2013,NC,8024.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.1
2013,NC,8305.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.9
2013,NC,8401.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.6
2014,NC,6621.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2014,NC,7281.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.2
2011,ND,4982.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.8
2011,ND,4982.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.0
2011,ND,4958.0,FV,Q018,Total,Total,OVR,OVERALL,Total,39.1
2011,ND,4892.0,FV,Q019,Total,Total,OVR,OVERALL,Total,27.1
2011,ND,4841.0,PA,Q043,Total,Total,OVR,OVERALL,Total,47.3
2011,ND,4788.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.0
2011,ND,4802.0,PA,Q045,Total,Total,OVR,OVERALL,Total,26.1
2011,ND,4974.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.4
2011,ND,5042.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.1
2012,ND,4625.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.7
2012,ND,4625.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2012,ND,4873.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.8
2013,ND,7413.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.0
2013,ND,7413.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2013,ND,7249.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.3
2013,ND,7141.0,FV,Q019,Total,Total,OVR,OVERALL,Total,27.4
2013,ND,7100.0,PA,Q043,Total,Total,OVR,OVERALL,Total,45.3
2013,ND,7031.0,PA,Q044,Total,Total,OVR,OVERALL,Total,16.4
2013,ND,7066.0,PA,Q045,Total,Total,OVR,OVERALL,Total,25.9
2013,ND,7288.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.0
2013,ND,7380.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.6
2014,ND,7269.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.2
2014,ND,7269.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2014,ND,7764.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.3
2011,OH,9339.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.6
2011,OH,9339.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2011,OH,9245.0,FV,Q018,Total,Total,OVR,OVERALL,Total,40.5
2011,OH,9089.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.0
2011,OH,9031.0,PA,Q043,Total,Total,OVR,OVERALL,Total,51.6
2011,OH,8913.0,PA,Q044,Total,Total,OVR,OVERALL,Total,21.4
2011,OH,8942.0,PA,Q045,Total,Total,OVR,OVERALL,Total,32.9
2011,OH,9331.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.4
2011,OH,9472.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.0
2012,OH,12319.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.1
2012,OH,12319.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2012,OH,12996.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.3
2013,OH,11260.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.4
2013,OH,11260.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.7
2013,OH,10934.0,FV,Q018,Total,Total,OVR,OVERALL,Total,41.6
2013,OH,10734.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.3
2013,OH,10746.0,PA,Q043,Total,Total,OVR,OVERALL,Total,49.5
2013,OH,10964.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.3
2013,OH,10615.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.0
2013,OH,10686.0,PA,Q045,Total,Total,OVR,OVERALL,Total,31.6
2013,OH,11117.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.5
2014,OH,10313.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.6
2014,OH,10313.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.1
2014,OH,10904.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.0
2011,OK,8159.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.1
2011,OK,8159.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.3
2011,OK,8068.0,FV,Q018,Total,Total,OVR,OVERALL,Total,50.2
2011,OK,8015.0,FV,Q019,Total,Total,OVR,OVERALL,Total,26.8
2011,OK,8125.0,PA,Q043,Total,Total,OVR,OVERALL,Total,44.8
2011,OK,8089.0,PA,Q044,Total,Total,OVR,OVERALL,Total,16.2
2011,OK,8236.0,PA,Q046,Total,Total,OVR,OVERALL,Total,23.8
2011,OK,8099.0,PA,Q045,Total,Total,OVR,OVERALL,Total,27.1
2011,OK,8283.0,PA,Q047,Total,Total,OVR,OVERALL,Total,31.2
2012,OK,7719.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.2
2012,OK,7719.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.6
2012,OK,8014.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.3
2013,OK,7875.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.5
2013,OK,7875.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2013,OK,7667.0,FV,Q018,Total,Total,OVR,OVERALL,Total,50.4
2013,OK,7532.0,FV,Q019,Total,Total,OVR,OVERALL,Total,25.3
2013,OK,7625.0,PA,Q043,Total,Total,OVR,OVERALL,Total,43.9
2013,OK,7579.0,PA,Q044,Total,Total,OVR,OVERALL,Total,15.8
2013,OK,7582.0,PA,Q045,Total,Total,OVR,OVERALL,Total,27.4
2013,OK,7764.0,PA,Q046,Total,Total,OVR,OVERALL,Total,24.3
2013,OK,7831.0,PA,Q047,Total,Total,OVR,OVERALL,Total,33.0
2014,OK,8009.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,33.0
2014,OK,8009.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2014,OK,8444.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.3
2011,OR,5959.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.7
2011,OR,5959.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.8
2011,OR,5843.0,FV,Q018,Total,Total,OVR,OVERALL,Total,32.0
2011,OR,5707.0,FV,Q019,Total,Total,OVR,OVERALL,Total,15.3
2011,OR,5578.0,PA,Q043,Total,Total,OVR,OVERALL,Total,61.1
2011,OR,5513.0,PA,Q044,Total,Total,OVR,OVERALL,Total,23.4
2011,OR,5501.0,PA,Q045,Total,Total,OVR,OVERALL,Total,40.7
2011,OR,5797.0,PA,Q046,Total,Total,OVR,OVERALL,Total,30.9
2011,OR,5899.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.8
2012,OR,5056.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.3
2012,OR,5056.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.8
2012,OR,5292.0,PA,Q047,Total,Total,OVR,OVERALL,Total,16.3
2013,OR,5668.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.5
2013,OR,5668.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.4
2013,OR,5365.0,FV,Q018,Total,Total,OVR,OVERALL,Total,33.4
2013,OR,5239.0,FV,Q019,Total,Total,OVR,OVERALL,Total,16.3
2013,OR,5184.0,PA,Q043,Total,Total,OVR,OVERALL,Total,64.1
2013,OR,5109.0,PA,Q044,Total,Total,OVR,OVERALL,Total,24.8
2013,OR,5124.0,PA,Q045,Total,Total,OVR,OVERALL,Total,42.8
2013,OR,5302.0,PA,Q046,Total,Total,OVR,OVERALL,Total,31.6
2013,OR,5407.0,PA,Q047,Total,Total,OVR,OVERALL,Total,18.5
2014,OR,4919.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.9
2014,OR,4919.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.8
2014,OR,5214.0,PA,Q047,Total,Total,OVR,OVERALL,Total,16.5
2011,PA,10850.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.6
2011,PA,10850.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.0
2011,PA,10722.0,FV,Q018,Total,Total,OVR,OVERALL,Total,36.1
2011,PA,10542.0,FV,Q019,Total,Total,OVR,OVERALL,Total,23.9
2011,PA,10401.0,PA,Q043,Total,Total,OVR,OVERALL,Total,49.4
2011,PA,10282.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.8
2011,PA,10317.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.9
2011,PA,10700.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.8
2011,PA,10879.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.2
2012,PA,18893.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.1
2012,PA,18893.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2012,PA,19912.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.5
2013,PA,10857.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.0
2013,PA,10857.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2013,PA,10431.0,FV,Q018,Total,Total,OVR,OVERALL,Total,37.5
2013,PA,10564.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.3
2013,PA,10230.0,FV,Q019,Total,Total,OVR,OVERALL,Total,24.7
2013,PA,10110.0,PA,Q043,Total,Total,OVR,OVERALL,Total,47.8
2013,PA,9988.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.5
2013,PA,10014.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.3
2013,PA,10407.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.1
2014,PA,10374.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.2
2014,PA,10374.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.9
2014,PA,10977.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.3
2013,PR,5762.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.9
2013,PR,5762.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,38.7
2014,PR,5743.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.3
2014,PR,5743.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.6
2014,PR,5988.0,PA,Q047,Total,Total,OVR,OVERALL,Total,40.6
2011,RI,6182.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.4
2011,RI,6182.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.1
2011,RI,6210.0,FV,Q018,Total,Total,OVR,OVERALL,Total,32.9
2011,RI,6125.0,FV,Q019,Total,Total,OVR,OVERALL,Total,20.7
2011,RI,6065.0,PA,Q043,Total,Total,OVR,OVERALL,Total,48.7
2011,RI,6001.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.5
2011,RI,6042.0,PA,Q045,Total,Total,OVR,OVERALL,Total,29.1
2011,RI,6190.0,PA,Q046,Total,Total,OVR,OVERALL,Total,28.5
2011,RI,6283.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.2
2012,RI,5188.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.7
2012,RI,5188.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.2
2012,RI,5465.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.6
2013,RI,6191.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.3
2013,RI,6191.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.3
2013,RI,5903.0,FV,Q018,Total,Total,OVR,OVERALL,Total,35.3
2013,RI,5737.0,FV,Q019,Total,Total,OVR,OVERALL,Total,21.4
2013,RI,5689.0,PA,Q043,Total,Total,OVR,OVERALL,Total,49.1
2013,RI,5602.0,PA,Q044,Total,Total,OVR,OVERALL,Total,19.6
2013,RI,5651.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.2
2013,RI,5795.0,PA,Q046,Total,Total,OVR,OVERALL,Total,29.5
2013,RI,5922.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.9
2014,RI,5969.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.0
2014,RI,5969.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.5
2014,RI,6436.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.5
2011,SC,12352.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.8
2011,SC,12352.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2011,SC,11940.0,FV,Q018,Total,Total,OVR,OVERALL,Total,44.4
2011,SC,11794.0,FV,Q019,Total,Total,OVR,OVERALL,Total,27.3
2011,SC,11820.0,PA,Q043,Total,Total,OVR,OVERALL,Total,50.0
2011,SC,11691.0,PA,Q044,Total,Total,OVR,OVERALL,Total,18.5
2011,SC,11752.0,PA,Q045,Total,Total,OVR,OVERALL,Total,30.6
2011,SC,12181.0,PA,Q046,Total,Total,OVR,OVERALL,Total,27.6
2011,SC,12365.0,PA,Q047,Total,Total,OVR,OVERALL,Total,27.2
2012,SC,12210.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.6
