yearend,locationabbr,sample_size,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,total,data_value
2015,MA,8206.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.4
2015,MI,8329.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.2
2015,MI,8329.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.1
2015,MN,15340.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.1
2015,MN,15340.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.7
2015,MS,5664.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.6
2015,MS,5664.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2015,MO,6764.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.4
2015,MO,6764.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.9
2015,MT,5563.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,23.6
2015,MT,5563.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.4
2015,NE,16265.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.4
2015,NE,16265.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.6
2015,NV,2701.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.7
2015,NV,2701.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,38.0
2015,NH,6366.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.3
2015,NH,6366.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.3
2015,NJ,10184.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.6
2015,NJ,10184.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.8
2015,NM,6206.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.8
2015,NM,6206.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.7
2015,NY,11281.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.0
2015,NY,11281.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2015,NC,6019.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.1
2015,NC,6019.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.8
2015,ND,4612.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.0
2015,ND,4612.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.0
2015,OH,10924.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.8
2015,OH,10924.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.7
2015,OK,6521.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,33.9
2015,OK,6521.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.1
2015,OR,4905.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.1
2015,OR,4905.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2015,PA,5335.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.0
2015,PA,5335.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2015,RI,5668.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.0
2015,RI,5668.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.7
2015,SC,10865.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.7
2015,SC,10865.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.5
2015,SD,6707.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.4
2015,SD,6707.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.1
2015,TN,5475.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,33.8
2015,TN,5475.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.9
2015,TX,13230.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.4
2015,TX,13230.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.3
2015,UT,10455.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,24.5
2015,UT,10455.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2015,VT,6008.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.1
2015,VT,6008.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.7
2015,VA,8030.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.2
2015,VA,8030.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.9
2015,WA,14694.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.4
2015,WA,14694.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.1
2015,WV,5471.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.6
2015,WV,5471.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.5
2015,WI,5755.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.7
2015,WI,5755.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.3
2015,WY,5010.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.0
2015,WY,5010.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.4
2015,US,398316.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.7
2015,GU,1588.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.6
2015,GU,1588.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.5
2015,PR,5154.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.5
2015,PR,5154.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.5
2016,US,438479.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2016,AL,6526.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.9
2016,AK,2739.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.3
2016,AZ,10033.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.2
2016,AR,4859.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,32.5
2016,CA,10352.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.0
2016,CO,13637.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.8
2016,CT,9960.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.9
2016,DE,3702.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.3
2016,DC,3479.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,30.8
2016,FL,33186.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.8
2016,GA,4884.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.4
2016,HI,7659.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.8
2016,ID,4880.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.1
2016,IL,4518.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.4
2016,IN,10319.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.7
2016,IA,6645.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.7
2016,KS,10947.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.6
2016,KY,9583.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.9
2016,LA,4868.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.7
2016,ME,9554.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.3
2016,MD,16701.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.7
2016,MA,7480.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.7
2016,MI,11130.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2016,MN,15420.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.0
2016,MS,4821.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.0
2016,MO,6578.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.6
2016,MT,5483.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.3
2016,NE,14173.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2016,NV,3981.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2016,NH,5888.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.9
2016,NJ,6810.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2016,NM,5531.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.6
2016,NY,31269.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.3
2016,NC,5984.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2016,ND,5348.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2016,OH,11455.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.8
2016,OK,6449.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.0
2016,OR,5000.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.9
2016,PA,6367.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.2
2016,RI,4936.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.1
2016,SC,10503.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.1
2016,SD,5371.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,37.3
2016,TN,5657.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.8
2016,TX,10789.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.8
2016,UT,10043.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.0
2016,VT,6071.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.7
2016,VA,8293.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2016,WA,12990.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,34.9
2016,WV,6635.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,33.3
2016,WI,4793.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.5
2016,WY,4200.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.5
2016,GU,1477.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,36.2
2016,PR,5528.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,35.8
2016,VI,1203.0,OWS,Q037,Total,Total,OVR,OVERALL,Total,32.7
2016,LA,4868.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.5
2016,ME,9554.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.9
2016,MD,16701.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.9
2016,MA,7480.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,23.6
2016,MI,11130.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.5
2016,MN,15420.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.8
2016,MS,4821.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,37.3
2016,MO,6578.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.7
2016,KS,10947.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.2
2016,KY,9583.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,34.2
2016,US,438479.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.6
2016,AL,6526.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.7
2016,AK,2739.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.4
2016,AZ,10033.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.0
2016,AR,4859.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,35.7
2016,CA,10352.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.0
2016,CO,13637.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,22.3
2016,CT,9960.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.0
2016,DE,3702.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.7
2016,DC,3479.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,22.6
2016,FL,33186.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.4
2016,GA,4884.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.4
2016,HI,7659.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,23.8
2016,ID,4880.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.4
2016,IL,4518.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.6
2016,IN,10319.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.5
2016,IA,6645.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.0
2016,MT,5483.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.5
2016,NE,14173.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.0
2016,NV,3981.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.8
2016,NH,5888.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.6
2016,NJ,6810.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.4
2016,NM,5531.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.3
2016,NY,31269.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.5
2016,NC,5984.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.8
2016,ND,5348.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.9
2016,OH,11455.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,31.5
2016,OK,6449.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.8
2016,OR,5000.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.7
2016,PA,6367.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.3
2016,RI,4936.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,26.6
2016,SC,10503.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.3
2016,SD,5371.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.6
2016,TN,5657.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,34.8
2016,TX,10789.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,33.7
2016,UT,10043.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,25.4
2016,VT,6071.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.1
2016,VA,8293.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,29.0
2016,WA,12990.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.6
2016,WV,6635.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,37.7
2016,WI,4793.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.7
2016,WY,4200.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,27.7
2016,GU,1477.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,28.3
2016,PR,5528.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,30.7
2016,VI,1203.0,OWS,Q036,Total,Total,OVR,OVERALL,Total,32.5
2016,US,476876.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.2
2016,AL,7013.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.4
2016,AK,2910.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.1
2016,AZ,10921.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.1
2016,AR,5285.0,PA,Q047,Total,Total,OVR,OVERALL,Total,32.5
2016,CA,11386.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.5
2016,CO,14938.0,PA,Q047,Total,Total,OVR,OVERALL,Total,15.8
2016,CT,11033.0,PA,Q047,Total,Total,OVR,OVERALL,Total,21.3
2016,DE,4053.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.6
2016,DC,3843.0,PA,Q047,Total,Total,OVR,OVERALL,Total,16.2
2016,FL,36868.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.8
2016,GA,5372.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.4
2016,HI,8086.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.8
2016,ID,5249.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.2
2016,IL,4762.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.9
2016,IN,11042.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.8
2016,IA,7252.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.7
2016,KS,12157.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.5
2016,KY,10253.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.8
2016,LA,5250.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.1
2016,ME,10004.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.6
2016,MD,18448.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.1
2016,MA,8393.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.0
2016,MI,12015.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.9
2016,MN,16798.0,PA,Q047,Total,Total,OVR,OVERALL,Total,18.0
2016,MS,5127.0,PA,Q047,Total,Total,OVR,OVERALL,Total,30.3
2016,MO,7118.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.9
2016,MT,5964.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.9
2016,NE,15169.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.4
2016,NV,4341.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.7
2016,NH,6412.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.3
2016,NJ,7632.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.8
2016,NM,6020.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.3
2016,NY,34116.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.3
2016,NC,6528.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.3
2016,ND,5729.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.2
2016,OH,12366.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.9
2016,OK,6912.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.5
2016,OR,5426.0,PA,Q047,Total,Total,OVR,OVERALL,Total,17.2
2016,PA,6801.0,PA,Q047,Total,Total,OVR,OVERALL,Total,22.9
2016,RI,5442.0,PA,Q047,Total,Total,OVR,OVERALL,Total,24.4
2016,SC,11219.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.9
2016,SD,5762.0,PA,Q047,Total,Total,OVR,OVERALL,Total,18.9
2016,TN,6159.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.4
2016,TX,11688.0,PA,Q047,Total,Total,OVR,OVERALL,Total,25.2
2016,UT,10975.0,PA,Q047,Total,Total,OVR,OVERALL,Total,15.7
2016,VT,6525.0,PA,Q047,Total,Total,OVR,OVERALL,Total,19.5
2016,VA,8988.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.3
2016,WA,14228.0,PA,Q047,Total,Total,OVR,OVERALL,Total,17.6
2016,WV,7145.0,PA,Q047,Total,Total,OVR,OVERALL,Total,28.5
2016,WI,5270.0,PA,Q047,Total,Total,OVR,OVERALL,Total,20.0
2016,WY,4483.0,PA,Q047,Total,Total,OVR,OVERALL,Total,23.1
2016,GU,1578.0,PA,Q047,Total,Total,OVR,OVERALL,Total,29.6
2016,PR,5790.0,PA,Q047,Total,Total,OVR,OVERALL,Total,41.7
2016,VI,1265.0,PA,Q047,Total,Total,OVR,OVERALL,Total,26.1
