yearend,locationabbr,sample_size,age(years),classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2015,NE,3495.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,17.1
2015,NE,2526.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,20.2
2015,NE,1619.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,24.0
2015,NE,1747.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,25.4
2015,NE,941.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,31.3
2015,NE,1634.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,25.6
2015,NE,1754.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,26.5
2015,NE,3502.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,28.4
2015,NE,2537.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,28.8
2015,NE,944.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,30.1
2015,NE,5405.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,36.1
2015,NE,5578.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.5
2015,NE,3584.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,24.6
2015,NE,2586.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,27.3
2015,NE,1769.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,34.1
2015,NE,1645.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,37.6
2015,NE,955.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,47.4
2015,NE,964.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.5
2015,NE,1670.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,21.3
2015,NE,1788.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,23.6
2015,NE,2614.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,25.3
2015,NE,3614.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,29.6
2015,NE,5669.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,32.6
2015,NV,303.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,48.5
2015,NV,555.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,50.1
2015,NV,250.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,52.3
2015,NV,411.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,52.8
2015,NV,965.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,58.7
2015,NV,150.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,68.1
2015,NV,551.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,12.2
2015,NV,954.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.7
2015,NV,299.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,23.0
2015,NV,406.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,25.1
2015,NV,248.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,30.5
2015,NV,146.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,40.4
2015,NV,248.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,32.3
2015,NV,553.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,32.7
2015,NV,302.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,33.3
2015,NV,408.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,33.5
2015,NV,150.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,43.2
2015,NV,961.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,45.6
2015,NV,578.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,21.5
2015,NV,992.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.9
2015,NV,423.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,33.5
2015,NV,303.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,38.4
2015,NV,256.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,42.4
2015,NV,149.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,45.1
2015,NV,154.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,15.1
2015,NV,260.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,21.3
2015,NV,426.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,25.3
2015,NV,309.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,27.2
2015,NV,584.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,28.0
2015,NV,1005.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,28.1
2015,NH,546.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,53.5
2015,NH,1554.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,54.8
2015,NH,383.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,57.2
2015,NH,1040.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,58.6
2015,NH,2428.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,59.0
2015,NH,187.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,64.4
2015,NH,2403.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,17.1
2015,NH,1544.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,19.6
2015,NH,541.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,22.8
2015,NH,1034.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,23.2
2015,NH,380.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,27.5
2015,NH,186.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,34.7
2015,NH,544.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,30.4
2015,NH,383.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,34.7
2015,NH,1547.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,35.4
2015,NH,1030.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,36.9
2015,NH,187.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,41.8
2015,NH,2409.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,43.8
2015,NH,2508.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.7
2015,NH,1597.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,25.7
2015,NH,1074.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,29.2
2015,NH,551.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,33.7
2015,NH,394.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,42.2
2015,NH,187.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,46.3
2015,NH,190.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,13.7
2015,NH,402.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,18.4
2015,NH,1082.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,21.0
2015,NH,558.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,23.3
2015,NH,1613.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,26.0
2015,NH,2549.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,28.3
2015,NJ,920.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,43.5
2015,NJ,1265.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,46.4
2015,NJ,1948.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,47.4
2015,NJ,3109.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,49.9
2015,NJ,2306.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,53.0
2015,NJ,503.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,54.7
2015,NJ,3052.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,17.9
2015,NJ,2274.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,19.0
2015,NJ,1923.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,20.5
2015,NJ,908.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,21.0
2015,NJ,1243.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,21.0
2015,NJ,495.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,28.2
2015,NJ,1257.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,23.9
2015,NJ,917.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,24.4
2015,NJ,1938.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,28.8
2015,NJ,2290.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,30.1
2015,NJ,502.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,33.3
2015,NJ,3082.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,35.1
2015,NJ,3187.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.1
2015,NJ,2382.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,26.7
2015,NJ,1994.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,29.8
2015,NJ,1283.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,32.2
2015,NJ,926.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,36.6
2015,NJ,506.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,43.3
2015,NJ,517.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,16.7
2015,NJ,2028.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,25.7
2015,NJ,1313.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,26.2
2015,NJ,947.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,27.3
2015,NJ,2425.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,28.2
2015,NJ,3256.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,34.2
2015,NM,505.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,50.0
2015,NM,936.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,53.0
2015,NM,647.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,55.3
2015,NM,1440.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,57.3
2015,NM,274.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,58.5
2015,NM,2160.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,61.2
2015,NM,1432.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,20.7
2015,NM,2146.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,21.3
2015,NM,929.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,21.5
2015,NY,1111.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,25.7
2015,NM,503.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,23.7
2015,NM,638.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,24.5
2015,NM,267.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,32.3
2015,NM,505.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,30.2
2015,NM,646.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,31.3
2015,NM,933.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,32.7
2015,NM,273.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,36.5
2015,NM,1434.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,40.2
2015,NM,2143.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,44.8
2015,NM,2202.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,27.2
2015,NM,1470.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,27.5
2015,NM,957.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,30.1
2015,NM,652.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,32.1
2015,NM,507.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,41.6
2015,NM,269.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,48.8
2015,NM,278.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,14.8
2015,NM,512.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,20.6
2015,NM,665.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,20.9
2015,NM,1479.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,24.4
2015,NM,2220.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,26.1
2015,NM,966.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,26.2
2015,NY,1228.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,44.1
2015,NY,1870.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,44.4
2015,NY,1075.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,45.4
2015,NY,2271.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,48.3
2015,NY,3469.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,50.1
2015,NY,544.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,51.0
2015,NY,3417.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,16.4
2015,NY,2255.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,17.4
2015,NY,1841.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,18.7
2015,NY,1208.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,18.9
2015,NY,1057.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,22.2
2015,NY,534.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,30.0
2015,NY,1071.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,24.3
2015,NY,1219.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,25.0
2015,NY,1860.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,26.3
2015,NY,2249.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,27.6
2015,NY,543.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,32.7
2015,NY,3440.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,35.5
2015,NY,3577.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,22.6
2015,NY,2381.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,25.8
2015,NY,1916.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,28.0
2015,NY,1252.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,29.0
2015,NY,1083.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,36.3
2015,NY,544.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,45.1
2015,NY,559.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,20.4
2015,NY,2406.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,30.2
2015,NY,1274.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,31.6
2015,NY,1960.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,31.7
2015,NY,3659.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,33.3
2015,NC,868.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,44.6
2015,NC,1239.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,45.3
2015,NC,1079.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,46.6
2015,NC,721.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,48.5
2015,NC,385.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,51.4
2015,NC,1707.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,52.6
2015,NC,732.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,39.3
2015,NC,1226.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,14.5
2015,NC,1693.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,15.1
2015,NC,1071.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,17.4
2015,NC,866.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,20.9
2015,NC,382.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,23.5
2015,NC,711.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,23.8
2015,NC,1233.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,26.1
2015,NC,868.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,24.1
2015,NC,1074.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,25.0
2015,NC,718.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,25.2
2015,NC,383.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,29.1
2015,NC,1689.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,36.7
2015,NC,1787.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,20.1
2015,NC,1278.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,20.7
2015,NC,1129.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,25.2
2015,NC,886.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,33.6
2015,CO,2711.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,24.1
2015,NC,394.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,42.9
2015,NC,399.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,14.6
2015,NC,746.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,20.9
2015,NC,891.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,26.1
2015,NC,1140.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,26.8
2015,NC,1806.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,31.6
2015,NC,1296.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,32.9
2015,ND,438.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,44.3
2015,CT,1867.0,45 - 54,OWS,Q036,Age (years),45 - 54,AGEYR,AGEYR4554,29.0
2015,ND,460.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,45.9
2015,ND,1066.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,46.4
2015,ND,238.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,47.6
2015,ND,655.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,48.1
2015,ND,1601.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,49.5
2015,ND,1577.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,13.3
2015,ND,1055.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,15.2
2015,ND,648.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,15.4
2015,ND,457.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,16.0
2015,ND,430.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,19.3
2015,ND,233.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,28.3
2015,ND,437.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,20.1
2015,ND,458.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,23.9
2015,ND,653.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,27.5
2015,ND,237.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,28.1
2015,ND,1061.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,28.6
2015,ND,1575.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,33.9
2015,ND,680.0,45 - 54,PA,Q047,Age (years),45 - 54,AGEYR,AGEYR4554,28.4
2015,ND,1656.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,19.8
2015,ND,672.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,21.5
2015,ND,1081.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,22.0
2015,ND,464.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,26.3
2015,ND,444.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,34.9
2015,ND,235.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,42.9
2015,ND,242.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,20.7
2015,ND,455.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,21.8
2015,ND,471.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,25.0
2015,ND,1096.0,55 - 64,PA,Q047,Age (years),55 - 64,AGEYR,AGEYR5564,30.3
2015,ND,1689.0,65 or older,PA,Q047,Age (years),65 or older,AGEYR,AGEYR65PLUS,33.2
2015,OH,738.0,25 - 34,PA,Q043,Age (years),25 - 34,AGEYR,AGEYR2534,46.6
2015,OH,1053.0,35 - 44,PA,Q043,Age (years),35 - 44,AGEYR,AGEYR3544,48.2
2015,OH,2483.0,55 - 64,PA,Q043,Age (years),55 - 64,AGEYR,AGEYR5564,49.3
2015,OH,1617.0,45 - 54,PA,Q043,Age (years),45 - 54,AGEYR,AGEYR4554,50.4
2015,OH,4263.0,65 or older,PA,Q043,Age (years),65 or older,AGEYR,AGEYR65PLUS,51.4
2015,OH,385.0,18 - 24,PA,Q043,Age (years),18 - 24,AGEYR,AGEYR1824,56.0
2015,OH,2458.0,55 - 64,PA,Q044,Age (years),55 - 64,AGEYR,AGEYR5564,15.3
2015,OH,4195.0,65 or older,PA,Q044,Age (years),65 or older,AGEYR,AGEYR65PLUS,16.4
2015,OH,1600.0,45 - 54,PA,Q044,Age (years),45 - 54,AGEYR,AGEYR4554,17.4
2015,OH,728.0,25 - 34,PA,Q044,Age (years),25 - 34,AGEYR,AGEYR2534,19.9
2015,OH,1039.0,35 - 44,PA,Q044,Age (years),35 - 44,AGEYR,AGEYR3544,20.7
2015,OH,381.0,18 - 24,PA,Q044,Age (years),18 - 24,AGEYR,AGEYR1824,33.6
2015,OH,736.0,25 - 34,PA,Q045,Age (years),25 - 34,AGEYR,AGEYR2534,25.3
2015,OH,1047.0,35 - 44,PA,Q045,Age (years),35 - 44,AGEYR,AGEYR3544,28.0
2015,OH,1610.0,45 - 54,PA,Q045,Age (years),45 - 54,AGEYR,AGEYR4554,31.3
2015,OH,2467.0,55 - 64,PA,Q045,Age (years),55 - 64,AGEYR,AGEYR5564,32.1
2015,OH,382.0,18 - 24,PA,Q045,Age (years),18 - 24,AGEYR,AGEYR1824,36.4
2015,OH,4235.0,65 or older,PA,Q045,Age (years),65 or older,AGEYR,AGEYR65PLUS,38.7
2015,CT,2567.0,55 - 64,OWS,Q036,Age (years),55 - 64,AGEYR,AGEYR5564,29.5
2015,OH,2569.0,55 - 64,PA,Q046,Age (years),55 - 64,AGEYR,AGEYR5564,22.6
2015,OH,4382.0,65 or older,PA,Q046,Age (years),65 or older,AGEYR,AGEYR65PLUS,23.1
2015,OH,1637.0,45 - 54,PA,Q046,Age (years),45 - 54,AGEYR,AGEYR4554,28.6
2015,OH,1057.0,35 - 44,PA,Q046,Age (years),35 - 44,AGEYR,AGEYR3544,29.7
2015,OH,747.0,25 - 34,PA,Q046,Age (years),25 - 34,AGEYR,AGEYR2534,32.3
2015,OH,389.0,18 - 24,PA,Q046,Age (years),18 - 24,AGEYR,AGEYR1824,48.3
2015,OH,394.0,18 - 24,PA,Q047,Age (years),18 - 24,AGEYR,AGEYR1824,18.5
2015,OH,761.0,25 - 34,PA,Q047,Age (years),25 - 34,AGEYR,AGEYR2534,21.2
2015,OH,1077.0,35 - 44,PA,Q047,Age (years),35 - 44,AGEYR,AGEYR3544,25.5
