yearend,locationabbr,sample_size,education,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2013,IN,2498.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,33.6
2013,IN,2811.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,25.4
2013,IN,874.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.3
2013,IN,3570.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,37.0
2013,IN,2498.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.3
2013,IN,2811.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.3
2013,IN,817.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,54.3
2013,IN,3386.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,46.9
2013,IN,2426.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,43.3
2013,IN,2783.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,32.3
2013,IN,2762.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,15.7
2013,IN,2380.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,25.0
2013,IN,784.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,40.0
2013,IN,3303.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,30.9
2013,IN,789.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,31.6
2013,IN,3293.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,40.9
2013,IN,2821.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,16.4
2013,IN,2351.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,45.6
2013,IN,2725.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,54.5
2013,IN,782.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,10.8
2013,IN,3261.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,13.3
2013,IN,2323.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,17.1
2013,IN,2700.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,22.9
2013,IN,777.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,20.8
2013,IN,3260.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,24.6
2013,IN,2327.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,26.8
2013,IN,2697.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,31.0
2013,IN,828.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,19.2
2013,IN,3400.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,21.6
2013,IN,2414.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,27.7
2013,IN,2793.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,32.8
2013,IN,844.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,46.8
2013,IN,3443.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,36.6
2013,IN,2454.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,28.1
2014,IN,936.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,34.9
2014,IN,3699.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,34.1
2014,IN,2746.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,33.8
2014,IN,3366.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,27.6
2014,IN,936.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,29.8
2014,IN,3699.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.1
2014,IN,2746.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.2
2014,IN,3366.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.6
2014,IN,1008.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,42.7
2014,IN,3948.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,32.0
2014,IN,2914.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,21.5
2014,IN,3545.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,11.8
2011,IA,464.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,28.2
2011,IA,2393.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.0
2011,IA,1983.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,29.0
2011,IA,2049.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,23.2
2011,IA,464.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.7
2011,IA,2393.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.4
2011,IA,1983.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.7
2011,IA,2049.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.5
2011,IA,2077.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,29.2
2011,IA,2029.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,39.0
2011,IA,2370.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,44.6
2011,IA,449.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,51.0
2011,IA,438.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,35.7
2011,IA,2301.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,30.2
2011,IA,1997.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,27.2
2011,IA,2051.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,18.3
2011,IA,444.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,36.1
2011,IA,2355.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,44.2
2011,IA,2004.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,48.0
2011,IA,2051.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,57.0
2011,IA,439.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,13.2
2011,IA,2335.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,13.7
2011,IA,1992.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,16.6
2011,IA,2038.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,25.0
2011,IA,442.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,23.9
2011,IA,2340.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,26.0
2011,IA,2000.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,26.2
2011,IA,2041.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,30.6
2011,IA,2030.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,27.6
2011,IA,460.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,25.5
2011,IA,2081.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,34.6
2011,IA,2393.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,23.0
2011,IA,466.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,37.4
2011,IA,2419.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,31.9
2011,IA,2043.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,23.5
2011,IA,2095.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,15.6
2012,IA,454.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,28.6
2012,IA,2307.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.5
2012,IA,1964.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.3
2012,IA,2034.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,23.9
2012,IA,454.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.6
2012,IA,2307.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.8
2012,IA,1964.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,31.5
2012,IA,2034.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.7
2012,IA,495.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,40.2
2012,IA,2446.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,29.7
2012,IA,2072.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,20.0
2012,IA,2134.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,10.9
2013,IA,454.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,32.2
2013,IA,2673.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.0
2013,IA,2160.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.5
2013,IA,2378.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,26.7
2013,IA,454.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.0
2013,IA,2673.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.9
2013,IA,2160.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.2
2013,IA,2378.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.7
2013,IA,435.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,46.0
2013,IA,2601.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,44.4
2013,IA,2178.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,39.5
2013,IA,2385.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,29.3
2013,IA,2158.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,26.4
2013,IA,2358.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,17.0
2013,IA,408.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,39.3
2013,IA,2526.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,31.1
2013,IA,423.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,33.1
2013,IA,2553.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,40.7
2013,IA,2135.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,48.6
2013,IA,2356.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,58.2
2013,IA,418.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,9.5
2013,IA,2537.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,13.8
2013,IA,2117.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,19.6
2013,IA,2341.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,24.2
2013,IA,417.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,17.8
2013,IA,2535.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,25.3
2013,IA,2112.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,28.3
2013,IA,2338.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,31.9
2013,IA,2380.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,33.9
2013,IA,435.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,20.0
2013,IA,2603.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,21.0
2013,IA,2168.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,30.1
2013,IA,443.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,44.6
2013,IA,2630.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,36.8
2013,IA,2196.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,25.3
2013,IA,2401.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,15.7
2014,IA,447.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,37.4
2014,IA,2569.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,32.5
2014,IA,2146.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.9
2014,IA,2405.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,25.0
2014,IA,447.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.0
2014,IA,2569.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,37.3
2014,IA,2146.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.3
2014,IA,2405.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.7
2014,IA,488.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,37.9
2014,IA,2748.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,29.3
2014,IA,2310.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,19.6
2014,IA,2542.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,11.7
2011,KS,1237.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,30.6
2011,KS,5567.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.5
2011,KS,5783.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.3
2011,KS,7012.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,24.9
2011,KS,1237.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.3
2011,KS,5567.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.9
2011,KS,5783.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.5
2011,KS,7012.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.2
2011,KS,7118.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,32.2
2011,KS,5815.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,42.0
2011,KS,5546.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,46.8
2011,KS,1242.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,48.7
2011,KS,1214.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,31.8
2011,KS,5401.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,26.0
2011,KS,5784.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,21.5
2011,KS,7055.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,15.4
2011,KS,1260.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,35.2
2011,KS,5535.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,41.0
2011,KS,5812.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,47.5
2011,KS,7061.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,56.6
2011,KS,1252.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,10.5
2011,KS,7180.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,31.5
2011,KS,5505.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,12.1
2011,KS,1254.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,21.7
2011,KS,5778.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,17.1
2011,KS,7031.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,23.1
2011,KS,5514.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,24.5
2011,KS,5788.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,25.9
2011,KS,7026.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,31.0
2011,KS,5938.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,25.1
2011,KS,5704.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,19.3
2011,KS,1299.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,19.4
2011,KS,1311.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,42.3
2011,KS,5733.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,33.9
2011,KS,5985.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,24.4
2011,KS,7217.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,15.8
2012,KS,675.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,36.0
2012,KS,3073.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.4
2012,KS,3275.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.6
2012,KS,4202.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,23.6
2012,KS,675.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.9
2012,KS,3073.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.0
2012,KS,3275.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,35.5
2012,KS,4202.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.9
2012,KS,725.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,47.7
