yearend,locationabbr,sample_size,education,classid,questionid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,data_value
2013,OH,2855.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,31.0
2013,OH,3385.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,37.1
2013,OH,843.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,45.9
2013,OH,3934.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,33.2
2013,OH,2891.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,25.6
2013,OH,3421.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,16.1
2014,OH,800.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,36.5
2014,OH,3666.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,34.2
2014,OH,2575.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,34.5
2014,OH,3252.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,25.8
2014,OH,800.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,28.8
2014,OH,3666.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.2
2014,OH,2575.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.9
2014,OH,3252.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.0
2014,OH,834.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,41.0
2014,OH,3873.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,32.3
2014,OH,2729.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,20.4
2014,OH,3413.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,11.5
2011,OK,961.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,31.0
2011,OK,2640.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.8
2011,OK,2282.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.3
2011,OK,2270.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,26.5
2011,OK,961.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.4
2011,OK,2640.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.1
2011,OK,2282.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.8
2011,OK,2270.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.0
2011,OK,2275.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,40.4
2011,OK,2270.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,48.1
2011,OK,939.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,55.0
2011,OK,2576.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,56.6
2011,OK,934.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,33.5
2011,OK,2544.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,31.2
2011,OK,2260.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,25.7
2011,OK,2270.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,16.9
2011,OK,971.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,36.1
2011,OK,2591.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,40.4
2011,OK,2283.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,46.4
2011,OK,2271.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,55.4
2011,OK,965.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,9.6
2011,OK,2579.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,13.4
2011,OK,2274.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,17.2
2011,OK,2263.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,23.7
2011,OK,970.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,22.5
2011,OK,2582.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,25.2
2011,OK,2276.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,28.0
2011,OK,2262.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,32.2
2011,OK,992.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,14.8
2011,OK,2631.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,19.7
2011,OK,2314.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,26.2
2011,OK,2291.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,33.1
2011,OK,998.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,42.0
2011,OK,2651.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,37.7
2011,OK,2325.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,27.3
2011,OK,2300.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,19.1
2012,OK,903.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,31.9
2012,OK,2467.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.9
2012,OK,2220.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,34.9
2012,OK,2126.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,25.6
2012,OK,903.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,35.3
2012,OK,2467.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.6
2012,OK,2220.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.7
2012,OK,2126.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.2
2012,OK,951.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,42.6
2012,OK,2559.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,33.5
2012,OK,2293.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,24.2
2012,OK,2203.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,16.3
2013,OK,831.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,35.6
2013,OK,2399.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.9
2013,OK,2311.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,32.6
2013,OK,2329.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,28.3
2013,OK,831.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.3
2013,OK,2399.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.1
2013,OK,2311.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.3
2013,OK,2329.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.4
2013,OK,825.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,56.3
2013,OK,2280.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,55.0
2013,OK,2259.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,49.1
2013,OK,2293.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,41.5
2013,OK,801.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,36.9
2013,OK,2230.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,31.1
2013,OK,2216.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,21.0
2013,OK,2275.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,15.5
2013,OK,824.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,35.9
2013,OK,2285.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,40.9
2013,OK,2232.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,44.9
2013,OK,2275.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,52.2
2013,OK,817.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,8.3
2013,OK,2265.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,13.7
2013,OK,2225.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,17.9
2013,OK,2263.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,21.1
2013,OK,820.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,23.3
2013,OK,2268.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,27.3
2013,OK,2219.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,26.8
2013,OK,2266.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,31.1
2013,OK,2338.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,21.4
2013,OK,839.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,14.7
2013,OK,2282.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,26.4
2013,OK,2294.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,32.0
2013,OK,848.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,43.0
2013,OK,2363.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,38.1
2013,OK,2294.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,31.5
2013,OK,2314.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,20.7
2014,OK,743.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,36.3
2014,OK,2562.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,34.3
2014,OK,2255.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,34.6
2014,OK,2442.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,26.4
2014,OK,743.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,30.5
2014,OK,2562.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,35.7
2014,OK,2255.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.5
2014,OK,2442.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.7
2014,OK,832.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,42.1
2014,OK,2704.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,32.6
2014,OK,2334.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,25.2
2014,OK,2539.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,16.9
2011,OR,289.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,31.4
2011,OR,1638.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,27.8
2011,OR,1788.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.4
2011,OR,2223.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,17.1
2011,OR,289.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.4
2011,OR,1638.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,37.7
2011,OR,1788.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.4
2011,OR,2223.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,35.1
2011,OR,2219.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,23.9
2011,OR,1759.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,33.8
2011,OR,1572.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,35.0
2011,OR,267.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,38.3
2011,OR,248.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,19.2
2011,OR,1514.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,20.7
2011,OR,1723.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,14.8
2011,OR,2198.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,8.9
2011,OR,245.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,47.9
2011,OR,1485.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,58.1
2011,OR,1687.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,62.7
2011,OR,2139.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,66.8
2011,OR,237.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,15.6
2011,OR,1465.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,19.6
2011,OR,1671.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,23.3
2011,OR,2120.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,29.7
2011,OR,238.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,34.4
2011,OR,1466.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,38.9
2011,OR,1662.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,42.1
2011,OR,2114.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,42.6
2011,OR,259.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,19.3
2011,OR,1558.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,25.9
2011,OR,1751.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,31.5
2011,OR,2207.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,39.2
2011,OR,270.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,34.3
2011,OR,1588.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,23.6
2011,OR,1779.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,18.8
2011,OR,2237.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,11.2
2012,OR,293.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,35.4
2012,OR,1245.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.3
2012,OR,1521.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,28.0
2012,OR,1983.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,19.3
2012,OR,293.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.2
2012,OR,1245.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,33.6
2012,OR,1521.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,32.9
2012,OR,1983.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,36.2
2012,OR,309.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,29.6
2012,OR,1316.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,22.7
2012,OR,1584.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,14.1
2012,OR,2063.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,6.8
2013,OR,270.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,31.4
2013,OR,1392.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,29.4
2013,OR,1759.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,29.2
2013,OR,2232.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,17.9
2013,OR,270.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,31.9
2013,OR,1392.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,32.3
2013,OR,1759.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.5
2013,OR,2232.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,34.9
2013,OR,248.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,41.4
2013,OR,1264.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,39.7
2013,OR,1664.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,31.9
2013,OR,2173.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,26.2
2013,OR,1635.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,13.5
2013,OR,2133.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,8.8
2013,OR,1219.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,24.8
2013,OR,236.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,25.6
2013,OR,235.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,47.8
2013,OR,1201.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,60.5
2013,OR,1617.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,65.7
2013,OR,2120.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,71.5
2013,OR,229.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,20.7
2013,OR,1187.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,19.1
2013,OR,1590.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,25.8
2013,OR,2093.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,30.0
2013,OR,231.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,36.5
2013,OR,1182.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,42.6
2013,OR,1596.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,41.3
2013,OR,2104.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,47.3
2013,OR,242.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,28.5
2013,OR,1246.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,25.2
2013,OR,1646.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,32.6
2013,OR,2153.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,37.1
2013,OR,249.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,36.6
2013,OR,1267.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,23.0
2013,OR,1690.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,16.2
2013,OR,2185.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,10.4
2014,OR,256.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,28.8
2014,OR,1103.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,30.2
2014,OR,1543.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,31.7
2014,OR,2005.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,20.2
2014,OR,256.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,33.0
2014,OR,1103.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.8
2014,OR,1543.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,33.4
2014,OR,2005.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,33.9
2014,OR,282.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,27.6
2014,OR,1180.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,20.8
2014,OR,1617.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,16.2
2014,OR,2096.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,7.8
2011,PA,871.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,30.8
2011,PA,4075.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,31.6
2011,PA,2458.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,30.0
2011,PA,3421.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.5
2011,PA,871.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,36.1
2011,PA,4075.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.6
2011,PA,2458.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,32.6
2011,PA,3421.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.4
2011,PA,3465.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,27.3
2011,PA,2459.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,34.6
2011,PA,3958.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,39.6
2011,PA,810.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,47.3
2011,PA,781.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,35.5
2011,PA,3875.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,27.6
2011,PA,2435.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,22.5
2011,PA,3422.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,14.5
2011,PA,794.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,36.2
2011,PA,3824.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,44.9
2011,PA,2398.0,Some college or technical school,PA,Q043,Education,Some college or technical school,EDU,EDUCOTEC,52.1
2011,PA,3361.0,College graduate,PA,Q043,Education,College graduate,EDU,EDUCOGRAD,59.7
2011,PA,773.0,Less than high school,PA,Q044,Education,Less than high school,EDU,EDUHS,8.5
2011,PA,3778.0,High school graduate,PA,Q044,Education,High school graduate,EDU,EDUHSGRAD,15.4
2011,PA,2377.0,Some college or technical school,PA,Q044,Education,Some college or technical school,EDU,EDUCOTEC,20.9
2011,PA,3332.0,College graduate,PA,Q044,Education,College graduate,EDU,EDUCOGRAD,26.5
2011,PA,788.0,Less than high school,PA,Q045,Education,Less than high school,EDU,EDUHS,22.5
2011,PA,3792.0,High school graduate,PA,Q045,Education,High school graduate,EDU,EDUHSGRAD,28.0
2011,PA,2377.0,Some college or technical school,PA,Q045,Education,Some college or technical school,EDU,EDUCOTEC,31.6
2011,PA,3337.0,College graduate,PA,Q045,Education,College graduate,EDU,EDUCOGRAD,34.5
2011,PA,812.0,Less than high school,PA,Q046,Education,Less than high school,EDU,EDUHS,17.6
2011,PA,3974.0,High school graduate,PA,Q046,Education,High school graduate,EDU,EDUHSGRAD,23.4
2011,PA,2449.0,Some college or technical school,PA,Q046,Education,Some college or technical school,EDU,EDUCOTEC,29.5
2011,PA,3438.0,College graduate,PA,Q046,Education,College graduate,EDU,EDUCOGRAD,37.3
2011,PA,839.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,39.7
2011,PA,4049.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,32.3
2011,PA,2484.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,23.4
2011,PA,3479.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,13.3
2012,PA,1398.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,31.1
2012,PA,7138.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,33.0
2012,PA,4393.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,29.4
2012,PA,5937.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.7
2012,PA,1398.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,34.2
2012,PA,7138.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,36.7
2012,PA,4393.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,34.3
2012,PA,5937.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,37.1
2012,PA,1452.0,Less than high school,PA,Q047,Education,Less than high school,EDU,EDUHS,39.3
2012,PA,7523.0,High school graduate,PA,Q047,Education,High school graduate,EDU,EDUHSGRAD,28.8
2012,PA,4668.0,Some college or technical school,PA,Q047,Education,Some college or technical school,EDU,EDUCOTEC,20.4
2012,PA,6228.0,College graduate,PA,Q047,Education,College graduate,EDU,EDUCOGRAD,10.9
2013,PA,851.0,Less than high school,OWS,Q036,Education,Less than high school,EDU,EDUHS,35.1
2013,PA,4021.0,High school graduate,OWS,Q036,Education,High school graduate,EDU,EDUHSGRAD,32.4
2013,PA,2479.0,Some college or technical school,OWS,Q036,Education,Some college or technical school,EDU,EDUCOTEC,33.1
2013,PA,3475.0,College graduate,OWS,Q036,Education,College graduate,EDU,EDUCOGRAD,21.0
2013,PA,851.0,Less than high school,OWS,Q037,Education,Less than high school,EDU,EDUHS,32.4
2013,PA,4021.0,High school graduate,OWS,Q037,Education,High school graduate,EDU,EDUHSGRAD,34.2
2013,PA,2479.0,Some college or technical school,OWS,Q037,Education,Some college or technical school,EDU,EDUCOTEC,32.4
2013,PA,3475.0,College graduate,OWS,Q037,Education,College graduate,EDU,EDUCOGRAD,38.1
2013,PA,776.0,Less than high school,FV,Q018,Education,Less than high school,EDU,EDUHS,46.4
2013,PA,3791.0,High school graduate,FV,Q018,Education,High school graduate,EDU,EDUHSGRAD,40.8
2013,PA,2419.0,Some college or technical school,FV,Q018,Education,Some college or technical school,EDU,EDUCOTEC,37.8
2013,PA,3413.0,College graduate,FV,Q018,Education,College graduate,EDU,EDUCOGRAD,28.5
2013,PA,3364.0,College graduate,FV,Q019,Education,College graduate,EDU,EDUCOGRAD,13.5
2013,PA,3697.0,High school graduate,FV,Q019,Education,High school graduate,EDU,EDUHSGRAD,29.9
2013,PA,2388.0,Some college or technical school,FV,Q019,Education,Some college or technical school,EDU,EDUCOTEC,22.5
2013,PA,747.0,Less than high school,FV,Q019,Education,Less than high school,EDU,EDUHS,38.4
2013,PA,756.0,Less than high school,PA,Q043,Education,Less than high school,EDU,EDUHS,34.7
2013,PA,3667.0,High school graduate,PA,Q043,Education,High school graduate,EDU,EDUHSGRAD,45.0
